TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TimeSinceLastTransaction,Fraud,KMeans_Cluster,KMeans_Distance,KMeans_Fraud,ZScore_Fraud,IsoForest_Score,IsoForest_Fraud,LogReg_Fraud,DBSCAN_Cluster,DBSCAN_Fraud
TX001255,AC00070,142.19,2023-06-15 18:28:50,Debit,Houston,D000416,85.191.79.161,M005,Branch,18,Student,27,4,524.46,2024-11-04 08:09:44,-43854054.0,True,1,2.5075175113156987,False,True,-0.0026035322374993175,True,True,0,False
TX001256,AC00086,847.45,2023-06-19 16:24:14,Debit,Jacksonville,D000469,151.247.130.190,M042,Branch,28,Student,175,1,422.32,2024-11-04 08:09:30,-43515916.0,False,2,1.7120395394366499,False,False,0.14780258385066114,False,False,0,False
TX001257,AC00330,295.18,2023-05-09 17:54:39,Credit,Dallas,D000126,200.13.225.150,M100,Branch,66,Doctor,31,1,12961.53,2024-11-04 08:07:53,-47052794.0,False,0,1.9782547392560166,False,False,0.10769855287466956,False,False,0,False
TX001258,AC00027,18.46,2023-11-20 16:29:14,Debit,Charlotte,D000133,166.41.54.117,M032,Branch,68,Retired,213,1,6381.6,2024-11-04 08:10:17,-30210063.0,False,3,1.6646399619306753,False,False,0.13556464145114072,False,False,0,False
TX001259,AC00020,603.23,2023-08-24 17:34:13,Debit,Detroit,D000238,38.210.156.148,M017,Branch,28,Student,48,1,117.98,2024-11-04 08:08:18,-37809245.0,False,4,1.695751104406866,False,False,0.15516755840254076,False,False,0,False
TX001260,AC00232,54.5,2023-11-22 16:59:09,Credit,Philadelphia,D000050,61.95.76.233,M082,Branch,57,Retired,147,1,1715.22,2024-11-04 08:08:27,-30035358.0,False,3,1.0481188597616413,False,False,0.20268287826145098,False,False,0,False
TX001261,AC00247,414.77,2024-01-01 17:37:04,Debit,San Francisco,D000577,49.20.211.229,M014,Online,29,Doctor,274,1,5599.81,2024-11-04 08:08:05,-26577061.0,False,4,2.4948361967766064,False,False,0.10513684995522776,False,False,0,False
TX001262,AC00136,886.19,2023-08-21 17:32:04,Debit,Colorado Springs,D000614,116.106.207.139,M081,Branch,61,Retired,69,1,7904.24,2024-11-04 08:08:29,-38068585.0,False,2,1.386803947098207,False,False,0.1487491255449498,False,False,0,False
TX001263,AC00322,440.03,2023-11-29 16:11:50,Debit,San Jose,D000569,5.74.9.122,M099,Online,49,Engineer,88,1,1490.44,2024-11-04 08:10:19,-29433509.0,False,3,1.3989162562532247,False,False,0.19777685090334102,False,False,0,False
TX001264,AC00461,35.46,2023-03-23 16:16:29,Debit,Nashville,D000243,193.83.0.183,M005,ATM,56,Retired,285,1,1532.72,2024-11-04 08:07:26,-51119457.0,False,3,2.663969061348767,False,False,0.09718600055831772,False,False,0,False
TX001265,AC00079,76.39,2023-01-13 17:19:33,Debit,Denver,D000507,136.250.159.93,M019,Branch,18,Student,219,1,5976.0,2024-11-04 08:10:09,-57077436.0,False,4,1.9178121137696864,False,False,0.11808572304304454,False,False,0,False
TX001266,AC00176,595.91,2023-08-10 18:39:04,Credit,San Antonio,D000063,200.136.146.93,M085,ATM,19,Student,162,1,1673.76,2024-11-04 08:10:21,-39015077.0,False,4,1.4371042678510446,False,False,0.16436021881514357,False,False,0,False
TX001267,AC00417,6.03,2023-08-09 18:42:25,Debit,Chicago,D000358,86.83.61.143,M035,Branch,76,Retired,70,1,3290.72,2024-11-04 08:09:27,-39101222.0,False,3,1.242193773333125,False,False,0.1279670291261754,False,False,0,False
TX001268,AC00260,249.34,2023-08-15 17:21:47,Debit,Charlotte,D000498,152.140.239.181,M088,ATM,26,Engineer,197,1,3030.97,2024-11-04 08:07:57,-38587570.0,False,4,1.1443375381714243,False,False,0.1674436906265877,False,False,0,False
TX001269,AC00471,421.52,2023-08-15 17:35:08,Debit,San Jose,D000035,177.172.184.163,M064,Branch,20,Student,67,1,369.86,2024-11-04 08:10:21,-38586913.0,False,4,1.1172463392615288,False,False,0.17384318744261107,False,False,0,False
TX001270,AC00231,189.77,2023-02-27 16:08:40,Debit,Raleigh,D000290,116.43.88.219,M011,Branch,58,Engineer,24,1,6570.36,2024-11-04 08:11:28,-53193768.0,False,3,1.3873993776413938,False,False,0.17491390689529945,False,False,0,False
TX001271,AC00184,73.19,2023-10-18 16:20:15,Debit,Atlanta,D000067,152.140.239.181,M025,Branch,76,Retired,213,1,2264.98,2024-11-04 08:10:26,-33061811.0,False,3,1.7923633703309494,False,False,0.08422949819183112,False,False,0,False
TX001272,AC00475,188.13,2023-06-02 18:12:29,Credit,Jacksonville,D000157,175.210.47.87,M091,Online,75,Retired,198,1,5029.87,2024-11-04 08:10:08,-44978259.0,False,3,1.427869420841649,False,False,0.11690271732789159,False,False,0,False
TX001273,AC00329,30.52,2023-05-19 17:19:00,Debit,Jacksonville,D000526,104.165.213.58,M005,Branch,62,Doctor,122,1,12327.74,2024-11-04 08:07:18,-46190898.0,False,0,1.3228294147877149,False,False,0.13604797981440975,False,False,0,False
TX001274,AC00431,1235.69,2023-05-24 16:14:34,Credit,San Jose,D000216,69.82.61.135,M048,Branch,20,Student,118,1,420.25,2024-11-04 08:09:22,-45762888.0,True,2,2.1013443722698186,False,True,0.06127427400458885,False,False,0,False
TX001275,AC00398,1159.39,2023-10-12 16:29:49,Debit,Oklahoma City,D000294,173.135.78.201,M091,Online,41,Doctor,150,1,6499.53,2024-11-04 08:06:27,-33579398.0,False,2,1.0612914571482115,False,False,0.09847392703956181,False,False,0,False
TX001276,AC00221,170.24,2023-06-05 16:24:12,Debit,San Francisco,D000150,47.167.178.158,M050,Branch,62,Retired,133,1,5172.99,2024-11-04 08:08:04,-44725432.0,False,3,0.34406694040444874,False,False,0.2070916326386748,False,False,0,False
TX001277,AC00299,56.62,2023-02-27 17:59:36,Debit,Austin,D000475,48.31.196.24,M069,Branch,54,Doctor,121,1,8981.1,2024-11-04 08:08:45,-53186949.0,False,0,0.8249338468517596,False,False,0.203708311557188,False,False,0,False
TX001278,AC00266,53.14,2023-04-21 17:19:56,Debit,Las Vegas,D000431,115.96.94.156,M062,ATM,34,Doctor,70,1,7915.0,2024-11-04 08:07:15,-48610039.0,False,0,1.2751060903610574,False,False,0.1800766687203486,False,False,0,False
TX001279,AC00297,587.23,2023-07-31 17:54:28,Debit,Omaha,D000010,50.202.8.53,M007,Online,27,Student,144,1,500.84,2024-11-04 08:09:21,-39881693.0,False,4,1.2985656876650473,False,False,0.18439398727577333,False,False,0,False
TX001280,AC00373,146.15,2023-01-06 17:52:11,Debit,Phoenix,D000640,60.166.231.236,M098,Branch,43,Doctor,75,1,13784.4,2024-11-04 08:06:59,-57680088.0,False,0,1.2435541162662749,False,False,0.1463350239862109,False,False,0,False
TX001281,AC00489,21.27,2023-07-24 17:01:19,Credit,Indianapolis,D000386,197.23.128.119,M070,Online,62,Retired,114,1,7392.79,2024-11-04 08:09:54,-40489715.0,False,3,0.9480607750818951,False,False,0.2035790380316514,False,False,0,False
TX001282,AC00128,1397.59,2023-11-13 17:28:12,Credit,Austin,D000117,4.134.78.167,M020,ATM,26,Student,144,1,1134.79,2024-11-04 08:06:38,-30811106.0,True,2,2.1961398932125618,False,True,0.06693459027616577,False,True,0,False
TX001283,AC00409,76.02,2023-07-12 16:58:17,Credit,Albuquerque,D000644,181.223.246.123,M087,Online,34,Doctor,189,1,14765.41,2024-11-04 08:11:51,-41526814.0,False,0,1.7087306412208934,False,False,0.08437530659620951,False,False,0,False
TX001284,AC00410,170.19,2023-07-07 17:40:58,Credit,Los Angeles,D000255,110.150.1.201,M077,Branch,27,Student,156,5,745.87,2024-11-04 08:12:16,-41956278.0,True,1,2.319836310838042,False,True,-0.015549253411224262,True,True,0,False
TX001285,AC00360,155.51,2023-08-21 18:51:06,Debit,Raleigh,D000008,199.103.32.145,M081,ATM,68,Doctor,15,1,5360.19,2024-11-04 08:08:23,-38063837.0,False,3,1.4603701684556927,False,False,0.1585563289789822,False,False,0,False
TX001286,AC00422,135.15,2023-03-20 17:13:09,Debit,Colorado Springs,D000639,77.208.193.198,M100,Online,72,Retired,50,1,5878.14,2024-11-04 08:10:37,-51375448.0,False,3,1.133820357275104,False,False,0.16792770493638504,False,False,0,False
TX001287,AC00225,39.48,2023-05-26 16:47:51,Debit,Omaha,D000435,152.234.65.155,M017,ATM,56,Retired,38,1,5889.51,2024-11-04 08:11:50,-45588239.0,False,3,1.292329026684362,False,False,0.19509694476205647,False,False,0,False
TX001288,AC00261,451.68,2023-04-18 18:55:32,Debit,Houston,D000113,210.160.90.52,M072,Online,33,Engineer,15,1,4381.54,2024-11-04 08:09:51,-48863659.0,False,4,1.8674887214842202,False,False,0.16052680640948197,False,False,0,False
TX001289,AC00468,19.11,2023-09-18 16:31:03,Credit,Colorado Springs,D000546,148.25.159.90,M007,Online,49,Engineer,160,1,8478.46,2024-11-04 08:11:45,-35653242.0,False,0,0.972601391393075,False,False,0.18893067765777788,False,False,0,False
TX001290,AC00138,355.0,2023-08-29 16:50:17,Credit,Fort Worth,D000052,115.241.186.164,M053,Online,26,Student,33,1,185.47,2024-11-04 08:10:34,-37380017.0,False,4,1.37930002145805,False,False,0.17371106978055445,False,False,0,False
TX001291,AC00013,427.69,2023-03-28 16:02:03,Debit,Raleigh,D000347,24.148.92.177,M088,ATM,43,Engineer,236,1,2443.54,2024-11-04 08:11:53,-50688590.0,False,4,2.023622381069971,False,False,0.13177161724922992,False,False,0,False
TX001292,AC00275,254.86,2023-01-26 17:21:46,Debit,Boston,D000296,59.127.135.25,M013,Branch,23,Student,102,1,699.9,2024-11-04 08:11:39,-55954193.0,False,4,0.41652365701807226,False,False,0.196206373470724,False,False,0,False
TX001293,AC00125,19.48,2023-07-10 16:01:03,Debit,Dallas,D000674,16.128.130.153,M002,ATM,27,Engineer,114,1,4739.59,2024-11-04 08:08:46,-41702863.0,False,4,1.0759920885531387,False,False,0.19094649156499915,False,False,0,False
TX001294,AC00200,190.17,2023-06-09 17:41:13,Debit,Baltimore,D000467,148.181.195.227,M043,ATM,49,Doctor,265,1,12893.85,2024-11-04 08:08:48,-44375255.0,False,0,2.1401955618260398,False,False,0.08741384808420882,False,False,0,False
TX001295,AC00213,91.38,2023-04-03 16:41:47,Debit,Jacksonville,D000609,163.129.70.210,M013,ATM,65,Retired,179,1,2402.58,2024-11-04 08:06:39,-50167492.0,False,3,1.1710217392605935,False,False,0.16714999652744222,False,False,0,False
TX001296,AC00035,206.63,2023-12-07 16:11:01,Credit,Oklahoma City,D000239,115.30.82.168,M023,Online,59,Retired,128,1,7626.53,2024-11-04 08:10:42,-28742381.0,False,3,0.8318555439260054,False,False,0.2160260191055442,False,False,0,False
TX001297,AC00070,93.22,2023-04-07 17:11:35,Debit,Charlotte,D000140,70.130.169.235,M030,Online,52,Retired,52,1,1014.63,2024-11-04 08:09:41,-49820286.0,False,3,1.4245739480085722,False,False,0.1833641685881678,False,False,0,False
TX001298,AC00275,547.98,2023-10-24 17:04:59,Debit,Oklahoma City,D000218,79.227.202.117,M070,ATM,28,Student,171,1,1358.54,2024-11-04 08:09:19,-32540660.0,False,4,1.305923880376814,False,False,0.19039313646570866,False,False,0,False
TX001299,AC00060,641.06,2023-12-11 16:09:08,Debit,Colorado Springs,D000057,116.106.207.139,M099,ATM,23,Student,25,1,1602.13,2024-11-04 08:07:21,-28396693.0,False,4,1.9690558343012934,False,False,0.14605851487637106,False,False,0,False
TX001300,AC00304,314.55,2023-04-25 17:15:27,Credit,Dallas,D000513,40.192.99.27,M001,Branch,27,Student,19,2,1105.89,2024-11-04 08:07:16,-48264709.0,False,4,2.219705869968071,False,False,0.10653869272815786,False,False,0,False
TX001301,AC00372,836.45,2023-02-27 16:02:00,Debit,Virginia Beach,D000096,156.134.123.253,M043,Online,61,Retired,63,1,1731.89,2024-11-04 08:12:12,-53194212.0,False,2,1.437024133822979,False,False,0.16041020833102643,False,False,0,False
TX001302,AC00498,1095.09,2023-04-17 17:27:15,Debit,San Francisco,D000198,91.103.147.166,M076,ATM,29,Engineer,52,1,8692.47,2024-11-04 08:11:57,-48955482.0,False,2,1.7623742202270583,False,False,0.06093490214861341,False,False,0,False
TX001303,AC00465,189.45,2023-03-21 17:12:03,Credit,Boston,D000083,64.57.44.102,M008,Branch,53,Doctor,62,1,12578.75,2024-11-04 08:09:31,-51289048.0,False,0,1.225959981144172,False,False,0.15670873409211244,False,False,0,False
TX001304,AC00396,91.84,2023-07-05 17:21:56,Credit,Mesa,D000292,28.120.130.118,M023,Branch,67,Retired,80,1,1712.41,2024-11-04 08:08:32,-42129996.0,False,3,0.9854090040409903,False,False,0.18386052338676556,False,False,0,False
TX001305,AC00083,609.52,2023-07-28 16:03:27,Debit,Washington,D000672,125.225.212.244,M076,ATM,78,Retired,169,1,3485.03,2024-11-04 08:08:19,-40147492.0,False,3,1.8736097641772582,False,False,0.11565685543293414,False,False,0,False
TX001306,AC00479,859.3,2023-08-01 17:18:04,Credit,Colorado Springs,D000067,77.7.223.184,M066,Branch,78,Retired,68,1,1146.78,2024-11-04 08:06:56,-39797332.0,False,2,2.1806789450539568,False,False,0.09080784794131802,False,False,0,False
TX001307,AC00091,100.01,2023-06-29 16:06:51,Debit,Philadelphia,D000499,82.115.199.37,M061,ATM,50,Doctor,63,1,6393.12,2024-11-04 08:09:27,-42652956.0,False,3,1.1374025512860715,False,False,0.20972649635369756,False,False,0,False
TX001308,AC00024,28.78,2023-08-07 16:08:04,Credit,Tucson,D000041,186.135.2.148,M096,Online,40,Doctor,51,1,680.55,2024-11-04 08:11:39,-39283415.0,False,4,1.4666660922828305,False,False,0.1587764213681011,False,False,0,False
TX001309,AC00366,111.08,2023-05-15 17:46:13,Debit,Chicago,D000493,175.230.206.232,M064,Online,70,Doctor,83,1,7037.34,2024-11-04 08:10:59,-46535086.0,False,3,0.9375057314962374,False,False,0.19408734419755463,False,False,0,False
TX001310,AC00470,470.96,2023-03-10 16:22:05,Credit,Indianapolis,D000600,106.244.1.47,M036,Online,69,Doctor,124,2,12991.03,2024-11-04 08:11:10,-52242545.0,False,0,2.4208863227694533,False,False,0.0459476535452743,False,False,0,False
TX001311,AC00032,52.23,2023-09-11 18:08:19,Credit,San Francisco,D000088,154.138.163.229,M016,Branch,28,Student,96,1,105.01,2024-11-04 08:08:11,-36251992.0,False,4,0.8230911012578891,False,False,0.1782165746705049,False,False,0,False
TX001312,AC00136,78.62,2023-07-31 16:46:29,Debit,Oklahoma City,D000521,80.90.35.146,M084,Branch,32,Doctor,52,1,1360.85,2024-11-04 08:08:12,-39885703.0,False,4,1.1655694999513593,False,False,0.190404569340259,False,False,0,False
TX001313,AC00001,47.79,2023-09-15 17:00:20,Debit,Denver,D000649,59.12.96.11,M034,Branch,25,Student,37,1,1649.92,2024-11-04 08:11:55,-35910695.0,False,4,1.356037476515134,False,False,0.189682627032062,False,False,0,False
TX001314,AC00187,333.97,2023-03-22 16:18:37,Debit,Fresno,D000305,98.39.212.221,M011,Branch,52,Doctor,45,1,5237.36,2024-11-04 08:11:48,-51205991.0,False,3,1.2221718922255933,False,False,0.19416055272109395,False,False,0,False
TX001315,AC00452,30.87,2023-07-12 16:50:42,Debit,Fresno,D000015,34.92.221.183,M025,ATM,33,Doctor,295,1,14348.65,2024-11-04 08:10:43,-41527201.0,False,0,2.8204744062032625,False,False,0.01746454922113616,False,False,0,False
TX001316,AC00036,710.43,2023-03-08 17:07:21,Debit,San Diego,D000398,189.198.67.252,M007,Online,67,Retired,115,1,5625.55,2024-11-04 08:08:42,-52412481.0,False,2,1.4343417919325403,False,False,0.18910251898582703,False,False,0,False
TX001317,AC00125,220.23,2023-09-18 18:35:23,Debit,Milwaukee,D000663,19.20.13.234,M059,ATM,41,Engineer,48,1,3438.02,2024-11-04 08:06:33,-35645470.0,False,4,1.4094302541862243,False,False,0.1865641400351849,False,False,0,False
TX001318,AC00403,27.28,2023-12-25 16:30:45,Debit,Atlanta,D000082,193.108.17.115,M070,ATM,29,Doctor,96,1,10668.24,2024-11-04 08:09:42,-27185937.0,False,0,1.1994540125841402,False,False,0.146437140470779,False,False,0,False
TX001319,AC00264,101.52,2023-08-09 16:22:25,Debit,Tucson,D000002,63.82.133.139,M086,ATM,49,Engineer,98,1,2018.9,2024-11-04 08:08:38,-39109573.0,False,3,1.0556447383179355,False,False,0.19408048572844716,False,False,0,False
TX001320,AC00123,162.65,2023-05-11 17:15:10,Debit,New York,D000169,112.86.148.212,M088,ATM,59,Engineer,147,1,9500.95,2024-11-04 08:11:20,-46882570.0,False,0,0.8971770765391295,False,False,0.1984720012781323,False,False,0,False
TX001321,AC00298,10.52,2023-07-19 17:38:50,Debit,Kansas City,D000137,1.238.163.61,M019,ATM,55,Retired,30,1,2472.99,2024-11-04 08:11:06,-40919536.0,False,3,1.5032420047471107,False,False,0.16079387032010173,False,False,0,False
TX001322,AC00235,270.72,2023-03-27 17:25:32,Debit,Los Angeles,D000149,145.76.10.8,M027,Branch,38,Doctor,37,1,6522.47,2024-11-04 08:12:10,-50769998.0,False,0,1.6050063392786453,False,False,0.18312045391213838,False,False,0,False
TX001323,AC00259,202.34,2023-01-10 16:32:06,Debit,New York,D000023,146.250.144.172,M049,Online,20,Student,134,1,1223.45,2024-11-04 08:11:25,-57339559.0,False,4,0.4232768732724665,False,False,0.1940122390515372,False,False,0,False
TX001324,AC00329,247.58,2023-05-29 18:40:32,Debit,San Antonio,D000112,32.240.176.64,M068,ATM,39,Engineer,152,1,778.74,2024-11-04 08:07:18,-45322006.0,False,4,0.8803374983684789,False,False,0.18662317333261147,False,False,0,False
TX001325,AC00482,686.17,2023-10-03 17:27:25,Debit,Denver,D000103,199.199.60.222,M030,ATM,61,Retired,96,1,2246.15,2024-11-04 08:07:37,-34353612.0,False,2,1.3920339945709335,False,False,0.1773658099600734,False,False,0,False
TX001326,AC00020,359.65,2023-01-12 17:58:56,Credit,Jacksonville,D000133,45.64.74.86,M085,Online,25,Student,289,1,219.53,2024-11-04 08:09:04,-57161408.0,False,4,2.472640785386578,False,False,0.08383257162197433,False,False,0,False
TX001327,AC00453,109.91,2023-05-01 16:23:22,Debit,Seattle,D000517,173.135.78.201,M074,Branch,38,Doctor,90,1,12896.06,2024-11-04 08:10:57,-47749655.0,False,0,1.0506940253759895,False,False,0.1577641474265617,False,False,0,False
TX001328,AC00367,215.72,2023-10-11 18:04:39,Credit,Columbus,D000682,93.151.52.152,M032,Branch,30,Engineer,137,1,8697.11,2024-11-04 08:11:54,-33660435.0,False,0,0.9037732688007903,False,False,0.18230930730901035,False,False,0,False
TX001329,AC00167,490.76,2023-01-19 16:28:08,Debit,Columbus,D000193,17.36.132.202,M048,Online,66,Retired,156,1,6414.11,2024-11-04 08:09:44,-56562096.0,False,3,1.2863417557673782,False,False,0.19628016604846793,False,False,0,False
TX001330,AC00110,224.28,2023-02-15 16:50:13,Debit,Chicago,D000316,189.20.224.220,M068,Online,64,Retired,68,1,5767.51,2024-11-04 08:10:52,-54228039.0,False,3,0.7245179383249998,False,False,0.21155071596504532,False,False,0,False
TX001331,AC00078,614.03,2023-05-08 16:37:14,Debit,Dallas,D000693,58.190.9.136,M086,ATM,68,Retired,51,1,2815.86,2024-11-04 08:08:12,-47143858.0,False,3,1.764460127511469,False,False,0.15187687788621657,False,False,0,False
TX001332,AC00212,608.79,2023-11-03 18:37:18,Debit,Fort Worth,D000399,158.129.49.240,M015,Online,55,Engineer,157,1,2991.17,2024-11-04 08:12:18,-31671300.0,False,2,1.4051666395553166,False,False,0.18543578283210482,False,False,0,False
TX001333,AC00051,186.55,2023-06-21 16:49:10,Debit,Philadelphia,D000049,60.166.231.236,M003,Branch,48,Engineer,288,1,224.65,2024-11-04 08:07:18,-43341488.0,False,4,2.7163928528613774,False,False,0.07878023994725147,False,False,0,False
TX001334,AC00250,840.16,2023-03-20 16:35:53,Credit,Colorado Springs,D000692,23.163.145.195,M014,Branch,20,Student,68,1,1236.76,2024-11-04 08:12:12,-51377779.0,False,2,1.8564847875861168,False,False,0.15119969975728653,False,False,0,False
TX001335,AC00304,203.34,2023-12-20 17:13:50,Debit,Phoenix,D000057,69.82.61.135,M061,ATM,60,Doctor,66,1,13586.99,2024-11-04 08:09:43,-27615353.0,False,0,1.524920159478091,False,False,0.14406632655271884,False,False,0,False
TX001336,AC00007,90.88,2023-11-20 17:08:33,Debit,Colorado Springs,D000086,175.210.47.87,M071,ATM,26,Engineer,284,1,7117.35,2024-11-04 08:10:50,-30207737.0,False,0,2.639808169503604,False,False,0.10271401724623752,False,False,0,False
TX001337,AC00017,60.11,2023-11-27 17:39:39,Credit,Albuquerque,D000636,8.243.4.138,M067,Branch,61,Retired,122,1,7235.87,2024-11-04 08:08:09,-29600910.0,False,3,0.8469894643696001,False,False,0.21273590843029289,False,False,0,False
TX001338,AC00158,393.92,2023-05-16 16:57:35,Debit,Memphis,D000504,141.169.67.34,M061,Branch,72,Retired,47,1,7318.64,2024-11-04 08:12:07,-46451672.0,False,3,1.464414654581719,False,False,0.1503155868805388,False,False,0,False
TX001339,AC00110,19.39,2023-11-17 16:39:20,Debit,Colorado Springs,D000294,201.95.180.152,M062,ATM,43,Doctor,45,1,9847.6,2024-11-04 08:11:24,-30468724.0,False,0,1.3556302796399973,False,False,0.15456588883222716,False,False,0,False
TX001340,AC00175,557.41,2023-04-14 16:52:23,Credit,Washington,D000180,194.29.57.163,M087,Online,80,Retired,49,1,2968.75,2024-11-04 08:09:54,-49216651.0,False,3,1.8790842307922282,False,False,0.08465765487622523,False,False,0,False
TX001341,AC00079,57.07,2023-08-25 16:30:02,Credit,Boston,D000250,116.175.11.222,M027,Online,31,Doctor,99,1,9323.71,2024-11-04 08:11:35,-37726893.0,False,0,1.0457496476685784,False,False,0.17531025713492587,False,False,0,False
TX001342,AC00403,395.27,2023-08-07 16:38:52,Credit,Miami,D000045,150.83.4.238,M085,Online,18,Student,167,1,1764.08,2024-11-04 08:08:21,-39281369.0,False,4,0.9800481340656506,False,False,0.17143927090678734,False,False,0,False
TX001343,AC00228,289.05,2023-06-09 17:58:00,Debit,New York,D000493,174.61.77.54,M088,ATM,75,Retired,116,1,5683.49,2024-11-04 08:11:58,-44374438.0,False,3,0.8463507576120635,False,False,0.1751025635982621,False,False,0,False
TX001344,AC00344,46.11,2023-03-27 17:07:20,Debit,San Francisco,D000184,13.88.251.53,M048,Online,33,Doctor,233,1,5225.73,2024-11-04 08:10:44,-50771004.0,False,4,1.9876376688820423,False,False,0.14768585635122278,False,False,0,False
TX001345,AC00466,335.5,2023-08-14 16:01:02,Debit,Sacramento,D000326,107.247.202.71,M003,ATM,63,Retired,47,1,6445.4,2024-11-04 08:12:23,-38679081.0,False,3,1.1561579795251113,False,False,0.19556880834330514,False,False,0,False
TX001346,AC00204,388.07,2023-09-05 17:34:08,Debit,Seattle,D000422,44.197.126.59,M067,Online,24,Student,68,1,289.71,2024-11-04 08:10:37,-36772589.0,False,4,0.9997140939036752,False,False,0.18684912783714014,False,False,0,False
TX001347,AC00030,520.86,2023-03-20 16:29:02,Credit,Sacramento,D000309,179.132.235.182,M017,Online,51,Engineer,66,1,9200.74,2024-11-04 08:08:47,-51377985.0,False,0,1.3914954125689776,False,False,0.1862341968823813,False,False,0,False
TX001348,AC00455,787.41,2023-06-19 16:22:28,Debit,Memphis,D000351,150.25.200.56,M081,Online,25,Student,39,1,300.87,2024-11-04 08:06:44,-43515856.0,False,2,2.0271015421127063,False,False,0.14117757156271826,False,False,0,False
TX001349,AC00094,31.7,2023-06-01 16:56:33,Credit,Raleigh,D000596,113.134.242.82,M074,ATM,48,Doctor,121,1,743.9,2024-11-04 08:08:02,-45069089.0,False,3,1.3858080621567774,False,False,0.18109003124339101,False,False,0,False
TX001350,AC00185,22.3,2023-05-01 16:57:17,Debit,Philadelphia,D000035,133.63.96.21,M030,ATM,21,Student,90,1,1200.35,2024-11-04 08:12:18,-47747701.0,False,4,0.8992603622950261,False,False,0.1930502342741922,False,False,0,False
TX001351,AC00351,203.12,2023-01-18 16:59:48,Debit,San Jose,D000004,77.21.150.75,M078,ATM,56,Retired,181,1,1562.39,2024-11-04 08:09:15,-56646567.0,False,3,1.2874585944941306,False,False,0.19208314732349835,False,False,0,False
TX001352,AC00335,315.94,2023-02-27 17:06:57,Credit,Raleigh,D000625,8.244.162.185,M024,Branch,49,Doctor,172,1,7719.71,2024-11-04 08:12:09,-53190312.0,False,0,0.9690707221168575,False,False,0.19984169296416265,False,False,0,False
TX001353,AC00409,192.23,2023-12-28 16:34:52,Debit,Albuquerque,D000117,167.164.55.0,M058,Online,54,Engineer,39,3,2610.67,2024-11-04 08:06:41,-26926309.0,True,1,2.340141526309303,False,True,0.0739728644637564,False,True,0,False
TX001354,AC00312,1510.71,2023-06-15 16:48:29,Debit,Oklahoma City,D000106,193.209.134.233,M060,Online,66,Retired,51,1,2060.02,2024-11-04 08:09:11,-43860042.0,True,2,2.5990888797107585,False,True,0.03196638570768551,False,True,0,False
TX001355,AC00097,0.26,2023-11-23 16:14:48,Debit,Oklahoma City,D000239,60.197.167.40,M090,Online,20,Student,173,1,1833.67,2024-11-04 08:07:45,-29951577.0,False,4,1.1429054174356628,False,False,0.15083559537133434,False,False,0,False
TX001356,AC00447,210.77,2023-05-31 16:50:20,Debit,Mesa,D000009,144.91.150.133,M094,ATM,71,Retired,161,1,5396.65,2024-11-04 08:11:21,-45156061.0,False,3,0.8839442707244791,False,False,0.17794214595413732,False,False,0,False
TX001357,AC00280,406.65,2023-11-08 18:32:44,Debit,Mesa,D000013,147.234.20.46,M062,ATM,57,Doctor,107,1,12995.7,2024-11-04 08:11:01,-31239497.0,False,0,1.2386235278656472,False,False,0.16098525638810995,False,False,0,False
TX001358,AC00023,422.9,2023-02-27 16:15:53,Debit,Tucson,D000237,180.224.54.115,M027,ATM,40,Engineer,111,1,7616.43,2024-11-04 08:10:52,-53193299.0,False,0,0.9761801821028054,False,False,0.20452211178828494,False,False,0,False
TX001359,AC00077,20.62,2023-06-21 17:10:18,Credit,Philadelphia,D000627,184.59.28.72,M014,ATM,35,Doctor,225,1,12500.8,2024-11-04 08:08:49,-43340311.0,False,0,1.7885621001560816,False,False,0.0920146286048481,False,False,0,False
TX001360,AC00113,174.39,2023-01-09 16:08:52,Debit,San Francisco,D000078,98.255.160.110,M015,ATM,19,Student,36,1,1127.08,2024-11-04 08:11:01,-57427329.0,False,4,1.3009759633853732,False,False,0.18231827449255567,False,False,0,False
TX001361,AC00391,7.86,2023-10-16 16:47:15,Credit,Sacramento,D000065,201.113.165.203,M053,Branch,76,Retired,91,1,3621.98,2024-11-04 08:07:51,-33232836.0,False,3,1.0998323218131014,False,False,0.14421485617642876,False,False,0,False
TX001362,AC00136,61.98,2023-01-03 18:18:14,Debit,Denver,D000376,20.147.6.179,M038,Online,49,Engineer,44,1,5212.28,2024-11-04 08:08:55,-57937841.0,False,3,1.3214720880645665,False,False,0.19757222526982948,False,False,0,False
TX001363,AC00204,54.85,2023-09-05 16:05:58,Credit,San Francisco,D000287,214.67.148.245,M071,Branch,58,Retired,40,1,2727.45,2024-11-04 08:09:36,-36777818.0,False,3,1.264562945814007,False,False,0.1767085422527388,False,False,0,False
TX001364,AC00089,204.7,2023-09-21 16:08:00,Debit,Oklahoma City,D000359,141.201.46.191,M032,Branch,49,Doctor,95,5,5117.03,2024-11-04 08:10:26,-35395346.0,True,1,1.762304118065735,False,True,0.01553520759964766,False,True,0,False
